Date,State,Confirmed,Recovered,Deceased,Other,Tested
2020-08-12,Puducherry,6381,3676,96,0,50942.0
2020-08-12,Rajasthan,56100,41648,822,0,1820131.0
2020-08-12,Sikkim,930,550,1,0,31974.0
2020-08-12,Telangana,84544,61294,654,0,665847.0
2020-08-12,Tamil Nadu,314520,256313,5278,0,3432025.0
2020-08-12,Tripura,6497,4838,43,18,208165.0
2020-08-12,India,2395471,1695860,47137,475,26845688.0
2020-08-12,Uttar Pradesh,136238,84661,2230,0,3412346.0
2020-08-12,Uttarakhand,10886,6687,140,39,232259.0
2020-08-12,West Bengal,104326,76120,2203,0,1186923.0
2020-08-13,Andaman and Nicobar Islands,2037,924,22,0,27973.0
2020-08-13,Andhra Pradesh,264142,170924,2378,0,2705459.0
2020-08-13,Arunachal Pradesh,2512,1718,4,0,118882.0
2020-08-13,Assam,71796,49384,169,3,1635118.0
2020-08-13,Bihar,94459,62507,484,1,1377432.0
2020-08-13,Chandigarh,1842,1076,28,1,19593.0
2020-08-13,Chhattisgarh,14030,9658,117,0,402390.0
2020-08-13,Delhi,149460,134318,4167,0,1258095.0
2020-08-13,Dadra and Nagar Haveli and Daman and Diu,1741,1281,2,13,46937.0
2020-08-13,Goa,10494,6912,91,0,159159.0
2020-08-13,Gujarat,75482,58539,2731,0,1159822.0
2020-08-13,Himachal Pradesh,3816,2435,18,36,172985.0
2020-08-13,Haryana,44817,37486,511,0,801784.0
2020-08-13,Jharkhand,20950,13013,209,0,411027.0
2020-08-13,Jammu and Kashmir,26949,19302,509,0,763211.0
2020-08-13,Karnataka,203200,121242,3613,8,1882316.0
2020-08-13,Kerala,39708,25688,130,51,1087722.0
2020-08-13,Ladakh,1849,1282,9,0,23430.0
2020-08-13,Maharashtra,560126,390958,19063,307,2981077.0
2020-08-13,Meghalaya,1193,547,6,0,42084.0
2020-08-13,Manipur,4112,2295,13,0,107469.0
2020-08-13,Madhya Pradesh,42618,31835,1065,0,972046.0
2020-08-13,Mizoram,649,343,0,0,25054.0
2020-08-13,Nagaland,3168,1139,7,7,48445.0
2020-08-13,Odisha,52653,37901,367,0,765065.0
2020-08-13,Punjab,27936,17839,706,0,723357.0
2020-08-13,Puducherry,6680,3828,102,0,52022.0
2020-08-13,Rajasthan,57414,41819,833,0,1839445.0
2020-08-13,Sikkim,931,581,1,0,32421.0
2020-08-13,Telangana,86475,63074,665,0,689150.0
2020-08-13,Tamil Nadu,320355,261459,5397,0,3499300.0
2020-08-13,Tripura,6618,4912,44,18,210678.0
2020-08-13,India,2459612,1750636,48143,487,27694416.0
2020-08-13,Uttar Pradesh,140775,88786,2280,0,3501127.0
2020-08-13,Uttarakhand,11302,7014,143,42,242150.0
2020-08-13,West Bengal,107323,78617,2259,0,1216955.0
2020-08-14,Andaman and Nicobar Islands,2186,1032,24,0,28129.0
2020-08-14,Andhra Pradesh,273085,180703,2475,0,2758485.0
2020-08-14,Arunachal Pradesh,2607,1750,5,0,121371.0
2020-08-14,Assam,74502,51694,175,3,1684721.0
2020-08-14,Bihar,98370,65307,500,1,1498752.0
2020-08-14,Chandigarh,1928,1091,28,2,20060.0
2020-08-14,Chhattisgarh,14559,9857,130,0,409693.0
2020-08-14,Delhi,150652,135108,4178,0,1273140.0
2020-08-14,Dadra and Nagar Haveli and Daman and Diu,1782,1312,2,13,47272.0
2020-08-14,Goa,10970,7157,93,0,162126.0
2020-08-14,Gujarat,76569,59622,2746,0,1211047.0
2020-08-14,Himachal Pradesh,3874,2551,18,36,175666.0
2020-08-14,Haryana,45614,38348,518,0,817509.0
2020-08-14,Jharkhand,22125,13678,224,0,442286.0
2020-08-14,Jammu and Kashmir,27489,19942,520,0,775333.0
2020-08-14,Karnataka,211108,128182,3717,8,1938954.0
2020-08-14,Kerala,41277,26992,140,51,1120935.0
2020-08-14,Ladakh,1879,1303,9,0,24197.0
2020-08-14,Maharashtra,572734,401442,19427,310,3049468.0
2020-08-14,Meghalaya,1228,581,6,0,42706.0
2020-08-14,Manipur,4198,2360,13,0,110026.0
2020-08-14,Madhya Pradesh,43414,32405,1081,0,992172.0
2020-08-14,Mizoram,657,347,0,0,25472.0
2020-08-14,Nagaland,3322,1198,7,7,49534.0
2020-08-14,Odisha,54630,39206,377,0,807826.0
2020-08-14,Punjab,29013,18328,731,0,741834.0
2020-08-14,Puducherry,6995,4009,106,0,53503.0
2020-08-14,Rajasthan,58692,43897,846,0,1868534.0
2020-08-14,Sikkim,1080,623,1,0,32762.0
2020-08-14,Telangana,88396,64284,674,0,711196.0
2020-08-14,Tamil Nadu,326245,267015,5514,0,3569453.0
2020-08-14,Tripura,6782,5015,46,18,213730.0
2020-08-14,India,2525222,1807556,49132,491,28563095.0
2020-08-14,Uttar Pradesh,145287,92526,2335,0,3598210.0
2020-08-14,Uttarakhand,11615,7502,147,42,251236.0
2020-08-14,West Bengal,110358,81189,2319,0,1248272.0
2020-08-15,Andaman and Nicobar Islands,2306,1128,24,0,28209.0
2020-08-15,Andhra Pradesh,281817,191117,2562,0,2812197.0
2020-08-15,Arunachal Pradesh,2658,1771,5,0,122854.0
2020-08-15,Assam,75559,53287,182,3,1705526.0
2020-08-15,Bihar,101906,68675,515,1,1612250.0
2020-08-15,Chandigarh,2009,1118,28,2,20520.0
2020-08-15,Chhattisgarh,15045,10046,134,0,414328.0
2020-08-15,Delhi,151928,136251,4188,0,1291411.0
2020-08-15,Dadra and Nagar Haveli and Daman and Diu,1846,1384,2,14,47643.0
2020-08-15,Goa,11339,7488,98,0,163874.0
2020-08-15,Gujarat,77663,60637,2765,0,1262264.0
2020-08-15,Himachal Pradesh,3993,2632,18,36,178075.0
2020-08-15,Haryana,46410,38939,528,0,830477.0
2020-08-15,Jharkhand,22672,14181,229,0,448188.0
2020-08-15,Jammu and Kashmir,28021,20676,527,0,785475.0
2020-08-15,Karnataka,219926,134811,3831,8,1993760.0
2020-08-15,Kerala,42885,27795,147,52,1154365.0
2020-08-15,Ladakh,1909,1307,10,0,24253.0
2020-08-15,Maharashtra,584754,408286,19749,310,3115716.0
2020-08-15,Meghalaya,1292,596,6,0,42910.0
2020-08-15,Manipur,4390,2438,13,0,112780.0
2020-08-15,Madhya Pradesh,44433,33353,1094,0,1013332.0
2020-08-15,Mizoram,713,356,0,0,25929.0
2020-08-15,Nagaland,3340,1321,7,7,50200.0
2020-08-15,Odisha,57126,40727,386,0,855713.0
2020-08-15,Punjab,30041,18863,771,0,759990.0
2020-08-15,Puducherry,7354,4224,106,0,54852.0
2020-08-15,Rajasthan,59979,45254,862,0,1898595.0
2020-08-15,Sikkim,1148,661,1,0,32926.0
2020-08-15,Telangana,90259,66196,684,0,732435.0
2020-08-15,Tamil Nadu,332105,272251,5641,0,3640796.0
2020-08-15,Tripura,6949,5088,50,18,217119.0
2020-08-15,India,2589208,1860672,50084,495,29309703.0
2020-08-15,Uttar Pradesh,150061,96231,2393,0,3695700.0
2020-08-15,Uttarakhand,11940,7748,151,44,256008.0
2020-08-15,West Bengal,113432,83836,2377,0,1282486.0
2020-08-16,Andaman and Nicobar Islands,2399,1226,28,0,28229.0
2020-08-16,Andhra Pradesh,289829,201234,2650,0,2860943.0
2020-08-16,Arunachal Pradesh,2701,1808,5,0,124786.0
2020-08-16,Assam,76876,55216,189,3,1725893.0
2020-08-16,Bihar,104093,72566,537,1,1679462.0
2020-08-16,Chandigarh,2102,1137,29,2,21060.0
2020-08-16,Chhattisgarh,15621,10235,142,0,419658.0
2020-08-16,Delhi,152580,137561,4196,0,1302120.0
2020-08-16,Dadra and Nagar Haveli and Daman and Diu,1881,1431,2,16,48212.0
2020-08-16,Goa,11639,7775,104,0,165356.0
2020-08-16,Gujarat,78783,61596,2785,0,1312824.0
2020-08-16,Himachal Pradesh,4156,2720,18,42,179024.0
2020-08-16,Haryana,47153,39601,538,0,844422.0
2020-08-16,Jharkhand,23224,14747,244,0,455715.0
2020-08-16,Jammu and Kashmir,28470,20943,542,0,793537.0
2020-08-16,Karnataka,226966,141491,3947,16,2037386.0
2020-08-16,Kerala,44415,28894,157,54,1182727.0
2020-08-16,Ladakh,1948,1356,14,0,24273.0
2020-08-16,Maharashtra,595865,417123,20037,310,3165550.0
2020-08-16,Meghalaya,1374,675,6,0,43800.0
2020-08-16,Manipur,4569,2632,16,0,115041.0
2020-08-16,Madhya Pradesh,45455,34038,1105,0,1035343.0
2020-08-16,Mizoram,777,371,0,0,26611.0
2020-08-16,Nagaland,3394,1422,7,7,50946.0
2020-08-16,Odisha,60050,42277,396,0,908508.0
2020-08-16,Punjab,31206,19431,812,0,770873.0
2020-08-16,Puducherry,7732,4443,110,0,55937.0
2020-08-16,Rajasthan,61296,46604,876,0,1913726.0
2020-08-16,Sikkim,1167,673,1,0,33810.0
2020-08-16,Telangana,91361,68126,693,0,744555.0
2020-08-16,Tamil Nadu,338055,278270,5766,0,3711246.0
2020-08-16,Tripura,7076,5151,55,18,218981.0
2020-08-16,India,2647304,1918076,51036,513,30041400.0
2020-08-16,Uttar Pradesh,154418,100432,2449,0,3786633.0
2020-08-16,Uttarakhand,12175,8100,152,44,260790.0
2020-08-16,West Bengal,116498,86771,2428,0,1314772.0
2020-08-17,Andaman and Nicobar Islands,2445,1325,29,0,28672.0
2020-08-17,Andhra Pradesh,296609,209100,2732,0,2905521.0
2020-08-17,Arunachal Pradesh,2741,1893,5,0,127286.0
2020-08-17,Assam,79668,56735,197,3,1775403.0
2020-08-17,Bihar,106618,76706,542,1,1787189.0
2020-08-17,Chandigarh,2216,1183,30,2,21563.0
2020-08-17,Chhattisgarh,16025,10598,150,0,427209.0
2020-08-17,Delhi,153367,138301,4214,0,1317108.0
2020-08-17,Dadra and Nagar Haveli and Daman and Diu,1908,1480,2,16,48710.0
2020-08-17,Goa,11994,8058,111,0,167381.0
2020-08-17,Gujarat,79816,62679,2800,0,1358364.0
2020-08-17,Himachal Pradesh,4174,2834,18,42,180357.0
2020-08-17,Haryana,48040,40610,550,0,854757.0
2020-08-17,Jharkhand,24067,15348,255,0,473973.0
2020-08-17,Jammu and Kashmir,28892,21296,548,0,801329.0
2020-08-17,Karnataka,233283,148562,4062,16,2075086.0
2020-08-17,Kerala,46140,30025,170,55,1205759.0
2020-08-17,Ladakh,1966,1368,14,0,24702.0
2020-08-17,Maharashtra,604358,428514,20265,311,3208735.0
2020-08-17,Meghalaya,1418,679,6,0,43800.0
2020-08-17,Manipur,4687,2734,17,0,115041.0
2020-08-17,Madhya Pradesh,46385,35025,1128,0,1055205.0
2020-08-17,Mizoram,789,372,0,0,27115.0
2020-08-17,Nagaland,3455,1530,7,7,51483.0
2020-08-17,Odisha,62294,43780,406,0,958929.0
2020-08-17,Punjab,32695,20180,862,0,782463.0
2020-08-17,Puducherry,8029,4627,114,0,57025.0
2020-08-17,Rajasthan,62630,47654,887,0,1930842.0
2020-08-17,Sikkim,1187,701,1,0,34813.0
2020-08-17,Telangana,92255,70132,703,0,753349.0
2020-08-17,Tamil Nadu,343945,283937,5886,0,3778778.0
2020-08-17,Tripura,7219,5286,59,18,220789.0
2020-08-17,India,2701602,1976248,51916,515,30941264.0
2020-08-17,Uttar Pradesh,158216,104808,2515,0,3872640.0
2020-08-17,Uttarakhand,12493,8485,158,44,265748.0
2020-08-17,West Bengal,119578,89703,2473,0,1347091.0
2020-08-18,Andaman and Nicobar Islands,2529,1421,30,0,28937.0
2020-08-18,Andhra Pradesh,306261,218311,2820,0,2961611.0
2020-08-18,Arunachal Pradesh,2875,1949,5,0,130246.0
2020-08-18,Assam,82202,58295,203,3,1819819.0
2020-08-18,Bihar,109875,80740,558,1,1899970.0
2020-08-18,Chandigarh,2305,1243,30,2,22198.0
2020-08-18,Chhattisgarh,16833,10847,158,0,436180.0
2020-08-18,Delhi,154741,139447,4226,0,1337374.0
2020-08-18,Dadra and Nagar Haveli and Daman and Diu,1959,1519,2,17,49290.0
2020-08-18,Goa,12333,8356,116,0,170125.0
2020-08-18,Gujarat,80942,63810,2820,0,1415598.0
2020-08-18,Himachal Pradesh,4235,2923,18,42,183224.0
2020-08-18,Haryana,48936,41298,557,0,867458.0
2020-08-18,Jharkhand,25333,15709,265,0,502973.0
2020-08-18,Jammu and Kashmir,29326,21886,561,0,811167.0
2020-08-18,Karnataka,240948,156949,4201,16,2134174.0
2020-08-18,Kerala,47898,31390,176,58,1240076.0
2020-08-18,Ladakh,2010,1395,17,0,25208.0
2020-08-18,Maharashtra,615477,437870,20687,312,3267625.0
2020-08-18,Meghalaya,1457,685,6,0,44234.0
2020-08-18,Manipur,4765,2789,18,0,117299.0
2020-08-18,Madhya Pradesh,47375,35713,1141,0,1072575.0
2020-08-18,Mizoram,815,379,0,0,27388.0
2020-08-18,Nagaland,3520,1664,7,7,52139.0
2020-08-18,Odisha,64533,45315,415,0,1009454.0
2020-08-18,Punjab,34400,21762,898,0,801990.0
2020-08-18,Puducherry,8396,4909,123,0,58535.0
2020-08-18,Rajasthan,63977,48960,898,0,1966178.0
2020-08-18,Sikkim,1207,755,2,0,34553.0
2020-08-18,Telangana,93937,72202,711,0,772928.0
2020-08-18,Tamil Nadu,349654,289787,6007,0,3845803.0
2020-08-18,Tripura,7424,5404,62,18,223966.0
2020-08-18,India,2766626,2036703,53015,525,31742782.0
2020-08-18,Uttar Pradesh,162434,109607,2585,0,3966848.0
2020-08-18,Uttarakhand,12961,8724,164,49,273357.0
2020-08-18,West Bengal,122753,92690,2528,0,1382198.0
2020-08-19,Andaman and Nicobar Islands,2604,1529,30,0,29303.0
2020-08-19,Andhra Pradesh,316003,226372,2906,0,3019296.0
2020-08-19,Arunachal Pradesh,2950,2022,5,0,133048.0
2020-08-19,Assam,84318,60349,213,3,1860208.0
2020-08-19,Bihar,112759,84578,568,1,2008149.0
2020-08-19,Chandigarh,2396,1351,31,2,22730.0
2020-08-19,Chhattisgarh,17585,11185,164,0,445420.0
2020-08-19,Delhi,156139,140767,4235,0,1358189.0
2020-08-19,Dadra and Nagar Haveli and Daman and Diu,1996,1567,2,17,49879.0
2020-08-19,Goa,12675,8713,124,0,172549.0
2020-08-19,Gujarat,82087,64930,2837,0,1478629.0
2020-08-19,Himachal Pradesh,4411,2992,20,42,185707.0
2020-08-19,Haryana,49930,42056,567,0,889259.0
2020-08-19,Jharkhand,26300,16566,278,0,516123.0
2020-08-19,Jammu and Kashmir,30034,22497,572,0,822574.0
2020-08-19,Karnataka,249590,164150,4327,16,2197259.0
2020-08-19,Kerala,50231,32607,183,59,1276358.0
2020-08-19,Ladakh,2048,1397,18,0,25501.0
2020-08-19,Maharashtra,628642,446881,21033,315,3343052.0
2020-08-19,Meghalaya,1535,725,6,0,44695.0
2020-08-19,Manipur,4876,2885,18,0,120135.0
2020-08-19,Madhya Pradesh,48351,36475,1159,0,1089939.0
2020-08-19,Mizoram,860,384,0,0,28076.0
2020-08-19,Nagaland,3558,1706,7,7,52672.0
2020-08-19,Odisha,67122,46936,425,0,1062469.0
2020-08-19,Punjab,36083,22703,920,0,819657.0
2020-08-19,Puducherry,8752,5312,129,0,59757.0
2020-08-19,Rajasthan,65289,49963,910,0,1998912.0
2020-08-19,Sikkim,1232,789,3,0,35062.0
2020-08-19,Telangana,95700,73991,719,0,797470.0
2020-08-19,Tamil Nadu,355449,296171,6123,0,3913523.0
2020-08-19,Tripura,7660,5497,65,18,228003.0
2020-08-19,India,2835822,2096068,53994,530,32661252.0
2020-08-19,Uttar Pradesh,167510,115227,2638,0,4075174.0
2020-08-19,Uttarakhand,13225,9132,178,50,279961.0
2020-08-19,West Bengal,125922,95663,2581,0,1416556.0
2020-08-20,Andaman and Nicobar Islands,2680,1638,31,0,29487.0
2020-08-20,Andhra Pradesh,325396,235218,3001,0,3074847.0
2020-08-20,Arunachal Pradesh,3066,2093,5,0,136092.0
2020-08-20,Assam,86053,63121,221,3,1894584.0
2020-08-20,Bihar,115210,88163,574,1,2116094.0
2020-08-20,Chandigarh,2515,1390,31,2,23374.0
2020-08-20,Chhattisgarh,18637,11739,172,0,455106.0
2020-08-20,Delhi,157354,141826,4257,0,1375193.0
2020-08-20,Dadra and Nagar Haveli and Daman and Diu,2030,1613,2,16,50293.0
2020-08-20,Goa,13099,9063,126,0,175100.0
2020-08-20,Gujarat,83262,66053,2853,0,1547120.0
2020-08-20,Himachal Pradesh,4538,3085,22,42,188344.0
2020-08-20,Haryana,50926,42793,578,0,910877.0
2020-08-20,Jharkhand,26938,17320,286,0,523638.0
2020-08-20,Jammu and Kashmir,30717,23225,578,0,833403.0
2020-08-20,Karnataka,256975,170381,4429,16,2256862.0
2020-08-20,Kerala,52199,33824,192,60,1312992.0
2020-08-20,Ladakh,2077,1436,18,0,25947.0
2020-08-20,Maharashtra,643289,459124,21359,315,3419643.0
2020-08-20,Meghalaya,1661,730,6,0,45151.0
2020-08-20,Manipur,4925,3002,18,0,122778.0
2020-08-20,Madhya Pradesh,49493,37540,1171,0,1111158.0
2020-08-20,Mizoram,874,402,0,0,28976.0
2020-08-20,Nagaland,3583,1921,7,7,54047.0
2020-08-20,Odisha,70020,48577,433,0,1115947.0
2020-08-20,Punjab,37824,23037,957,0,839947.0
2020-08-20,Puducherry,9292,5634,137,0,61343.0
2020-08-20,Rajasthan,66619,51190,921,0,2033646.0
2020-08-20,Sikkim,1290,827,3,0,35449.0
2020-08-20,Telangana,97424,75186,729,0,821311.0
2020-08-20,Tamil Nadu,361435,301913,6239,0,3988599.0
2020-08-20,Tripura,7850,5565,65,18,230716.0
2020-08-20,India,2904340,2157941,54975,530,33467237.0
2020-08-20,Uttar Pradesh,172334,121090,2733,0,4184690.0
2020-08-20,Uttarakhand,13636,9433,187,50,286330.0
2020-08-20,West Bengal,129119,98789,2634,0,1451615.0
2020-08-21,Andaman and Nicobar Islands,2747,1744,32,0,29573.0
2020-08-21,Andhra Pradesh,334940,244045,3092,0,3129857.0
2020-08-21,Arunachal Pradesh,3126,2125,5,0,138913.0
2020-08-21,Assam,87909,65597,227,3,1930764.0
2020-08-21,Bihar,117671,91841,588,1,2228516.0
2020-08-21,Chandigarh,2631,1426,33,2,24064.0
2020-08-21,Chhattisgarh,19510,12022,180,0,468099.0
2020-08-21,Delhi,158604,142908,4270,0,1392928.0
2020-08-21,Dadra and Nagar Haveli and Daman and Diu,2083,1652,2,18,50923.0
2020-08-21,Goa,13484,9540,135,0,178175.0
2020-08-21,Gujarat,84466,67377,2867,0,1620067.0
2020-08-21,Himachal Pradesh,4728,3234,24,49,190476.0
2020-08-21,Haryana,52129,43413,585,0,926568.0
2020-08-21,Jharkhand,28196,18372,297,0,539802.0
2020-08-21,Jammu and Kashmir,31371,23805,593,0,844641.0
2020-08-21,Karnataka,264546,176942,4522,16,2314485.0
2020-08-21,Kerala,54182,35243,204,62,1349071.0
2020-08-21,Ladakh,2133,1449,19,0,26302.0
2020-08-21,Maharashtra,657450,470873,21698,317,3498166.0
2020-08-21,Meghalaya,1718,749,6,0,70413.0
2020-08-21,Manipur,5049,3261,20,0,125230.0
2020-08-21,Madhya Pradesh,50640,38527,1185,0,1133826.0
2020-08-21,Mizoram,895,420,0,0,30753.0
2020-08-21,Nagaland,3619,2074,7,7,54660.0
2020-08-21,Odisha,72718,50504,443,0,1172426.0
2020-08-21,Punjab,39327,23893,991,0,863840.0
2020-08-21,Puducherry,9594,5934,143,0,62413.0
2020-08-21,Rajasthan,67954,52496,933,0,2062109.0
2020-08-21,Sikkim,1336,834,3,0,36111.0
2020-08-21,Telangana,99391,76967,737,0,848078.0
2020-08-21,Tamil Nadu,367430,307677,6340,0,4062943.0
2020-08-21,Tripura,8106,5651,69,18,233713.0
2020-08-21,India,2973369,2220799,55928,544,34491073.0
2020-08-21,Uttar Pradesh,177239,126657,2797,0,4294980.0
2020-08-21,Uttarakhand,14083,9676,192,51,294279.0
2020-08-21,West Bengal,132364,101871,2689,0,1487844.0
2020-08-22,Andaman and Nicobar Islands,2808,1853,32,0,29888.0
2020-08-22,Andhra Pradesh,345216,252638,3189,0,3191326.0
2020-08-22,Arunachal Pradesh,3223,2228,5,0,141655.0
2020-08-22,Assam,89469,67642,234,3,1953804.0
2020-08-22,Bihar,119909,95372,601,1,2331461.0
2020-08-22,Chandigarh,2776,1471,33,2,24693.0
2020-08-22,Chhattisgarh,20214,12394,190,0,477974.0
2020-08-22,Delhi,160016,144138,4284,0,1412363.0
2020-08-22,Dadra and Nagar Haveli and Daman and Diu,2123,1702,2,22,51285.0
2020-08-22,Goa,13790,10019,140,0,179836.0
2020-08-22,Gujarat,85678,68357,2881,0,1695325.0
2020-08-22,Himachal Pradesh,4895,3341,28,49,192580.0
2020-08-22,Haryana,53290,44013,597,0,944764.0
2020-08-22,Jharkhand,29103,19186,310,0,553356.0
2020-08-22,Jammu and Kashmir,31981,24398,608,0,855991.0
2020-08-22,Karnataka,271876,184568,4615,16,2373103.0
2020-08-22,Kerala,56354,36535,219,62,1386775.0
2020-08-22,Ladakh,2210,1469,21,0,26531.0
2020-08-22,Maharashtra,671942,480114,21995,317,3575566.0
2020-08-22,Meghalaya,1811,769,7,0,72409.0
2020-08-22,Manipur,5132,3455,22,0,128468.0
2020-08-22,Madhya Pradesh,51866,39399,1206,0,1158510.0
2020-08-22,Mizoram,903,421,0,0,32391.0
2020-08-22,Nagaland,3635,2166,8,8,55479.0
2020-08-22,Odisha,75537,52277,452,0,1233805.0
2020-08-22,Punjab,40643,24302,1036,0,885950.0
2020-08-22,Puducherry,10112,6307,151,0,63590.0
2020-08-22,Rajasthan,69264,54144,944,0,2093850.0
2020-08-22,Sikkim,1381,871,3,0,36744.0
2020-08-22,Telangana,101865,78735,744,0,891173.0
2020-08-22,Tamil Nadu,373410,313280,6420,0,4136490.0
2020-08-22,Tripura,8386,6061,70,18,237750.0
2020-08-22,India,3043436,2279900,56846,552,35292220.0
2020-08-22,Uttar Pradesh,182456,131295,2867,0,4420101.0
2020-08-22,Uttarakhand,14566,10021,195,54,301813.0
2020-08-22,West Bengal,135596,104959,2737,0,1524162.0
2020-08-23,Andaman and Nicobar Islands,2860,1963,33,0,30278.0
2020-08-23,Andhra Pradesh,353111,260087,3282,0,3238038.0
2020-08-23,Arunachal Pradesh,3263,2297,5,0,143626.0
2020-08-23,Assam,90741,70901,242,3,1972239.0
2020-08-23,Bihar,122156,98454,610,1,2432497.0
2020-08-23,Chandigarh,2918,1492,37,2,25203.0
2020-08-23,Chhattisgarh,20918,12931,197,0,483989.0
2020-08-23,Delhi,161466,145388,4300,0,1431094.0
2020-08-23,Dadra and Nagar Haveli and Daman and Diu,2159,1744,2,22,51580.0
2020-08-23,Goa,13999,10472,144,0,180716.0
2020-08-23,Gujarat,86779,69329,2895,0,1756133.0
2020-08-23,Himachal Pradesh,5001,3461,28,49,194380.0
2020-08-23,Haryana,54386,44822,603,0,964297.0
2020-08-23,Jharkhand,30178,20136,318,0,566504.0
2020-08-23,Jammu and Kashmir,32647,24832,617,0,868594.0
2020-08-23,Karnataka,277814,189564,4683,16,2413951.0
2020-08-23,Kerala,58262,37645,224,63,1422558.0
2020-08-23,Ladakh,2279,1491,23,0,26654.0
2020-08-23,Maharashtra,682383,488271,22253,317,3621321.0
2020-08-23,Meghalaya,1917,776,8,0,72409.0
2020-08-23,Manipur,5246,3616,22,0,131709.0
2020-08-23,Madhya Pradesh,53129,40390,1229,0,1181280.0
2020-08-23,Mizoram,918,459,0,0,33486.0
2020-08-23,Nagaland,3686,2294,8,8,56340.0
2020-08-23,Odisha,78530,54406,462,0,1302711.0
2020-08-23,Punjab,41779,26528,1086,0,907160.0
2020-08-23,Puducherry,10522,6657,159,0,64652.0
2020-08-23,Rajasthan,70609,55324,955,0,2122395.0
2020-08-23,Sikkim,1403,871,3,0,36744.0
2020-08-23,Telangana,104249,80586,755,0,931839.0
2020-08-23,Tamil Nadu,379385,319327,6517,0,4206617.0
2020-08-23,Tripura,8717,6182,72,18,241101.0
2020-08-23,India,3105185,2336796,57692,554,35902137.0
2020-08-23,Uttar Pradesh,187781,135613,2926,0,4551619.0
2020-08-23,Uttarakhand,15124,10480,200,55,307803.0
2020-08-23,West Bengal,138870,108007,2794,0,1561311.0
2020-08-24,Andaman and Nicobar Islands,2904,2092,35,0,30513.0
2020-08-24,Andhra Pradesh,361712,268828,3368,0,3292501.0
2020-08-24,Arunachal Pradesh,3312,2427,5,0,146012.0
2020-08-24,Assam,92620,73091,252,3,2000909.0
2020-08-24,Bihar,123383,101362,627,1,2494712.0
2020-08-24,Chandigarh,3035,1646,37,2,25645.0
2020-08-24,Chhattisgarh,22054,13424,206,0,494081.0
2020-08-24,Delhi,162527,146588,4313,0,1443004.0
2020-08-24,Dadra and Nagar Haveli and Daman and Diu,2177,1783,2,24,51843.0
2020-08-24,Goa,14138,10909,148,0,182409.0
2020-08-24,Gujarat,87846,70350,2908,0,1819198.0
2020-08-24,Himachal Pradesh,5101,3584,28,54,195581.0
2020-08-24,Haryana,55460,45405,613,0,983187.0
2020-08-24,Jharkhand,31118,21025,335,0,580489.0
2020-08-24,Jammu and Kashmir,33075,25205,624,0,877836.0
2020-08-24,Karnataka,283665,197625,4810,19,2453768.0
2020-08-24,Kerala,59504,38883,235,63,1446380.0
2020-08-24,Ladakh,2330,1517,23,0,26894.0
2020-08-24,Maharashtra,693398,502490,22465,317,3667937.0
2020-08-24,Meghalaya,1976,789,8,0,75239.0
2020-08-24,Manipur,5362,3713,22,0,135399.0
2020-08-24,Madhya Pradesh,54421,41231,1246,0,1203705.0
2020-08-24,Mizoram,918,461,0,0,33507.0
2020-08-24,Nagaland,3714,2396,8,9,56901.0
2020-08-24,Odisha,81479,56925,472,0,1363620.0
2020-08-24,Punjab,43284,28357,1129,0,919614.0
2020-08-24,Puducherry,10859,6942,164,0,65769.0
2020-08-24,Rajasthan,71955,56600,967,0,2137137.0
2020-08-24,Sikkim,1446,934,3,0,37798.0
2020-08-24,Telangana,106091,82411,761,0,968121.0
2020-08-24,Tamil Nadu,385352,325456,6614,0,4276640.0
2020-08-24,Tripura,8917,6341,73,18,243613.0
2020-08-24,India,3164881,2403101,58546,565,36827520.0
2020-08-24,Uttar Pradesh,192382,140107,2987,0,4674620.0
2020-08-24,Uttarakhand,15529,10912,207,55,316265.0
2020-08-24,West Bengal,141837,111292,2851,0,1596578.0
2020-08-25,Andaman and Nicobar Islands,2945,2231,37,0,31082.0
2020-08-25,Andhra Pradesh,371639,278247,3460,0,3356852.0
2020-08-25,Arunachal Pradesh,3412,2508,5,0,149273.0
2020-08-25,Assam,94593,74815,260,3,2035216.0
2020-08-25,Bihar,124827,104531,644,1,2570097.0
2020-08-25,Chandigarh,3209,1713,40,2,26348.0
2020-08-25,Chhattisgarh,23341,13732,221,0,505193.0
2020-08-25,Delhi,164071,147743,4330,0,1462845.0
2020-08-25,Dadra and Nagar Haveli and Daman and Diu,2198,1816,2,24,52160.0
2020-08-25,Goa,14530,11224,157,0,184872.0
2020-08-25,Gujarat,88942,71361,2928,0,1891775.0
2020-08-25,Himachal Pradesh,5154,3748,29,54,198010.0
2020-08-25,Haryana,56608,46496,623,0,1001781.0
2020-08-25,Jharkhand,32174,21750,347,0,600322.0
2020-08-25,Jammu and Kashmir,33776,25594,638,0,888127.0
2020-08-25,Karnataka,291826,204439,4958,19,2513555.0
2020-08-25,Kerala,61879,40339,245,63,1484907.0
2020-08-25,Ladakh,2420,1549,24,0,27735.0
2020-08-25,Maharashtra,703823,514790,22794,318,3711123.0
2020-08-25,Meghalaya,2018,832,8,0,76762.0
2020-08-25,Manipur,5444,3812,24,0,137384.0
2020-08-25,Madhya Pradesh,55800,42310,1265,0,1226559.0
2020-08-25,Mizoram,953,464,0,0,35214.0
2020-08-25,Nagaland,3752,2611,8,10,57426.0
2020-08-25,Odisha,84231,59470,481,0,1421958.0
